obs,df,sig,assymmetry,modelKL,laplace,meanfield
0.0,2.0,0.4000000059604645,2.0,-2.5254852771759033,-0.6071878671646118,-0.7822426557540894
0.0,2.0,0.4000000059604645,2.0,-2.5254852771759033,-0.5407344102859497,-0.7464889287948608
0.0,2.0,0.4000000059604645,2.0,-2.5254852771759033,-0.6071878671646118,-0.7822426557540894
0.0,2.0,0.4000000059604645,2.0,-2.5254852771759033,-0.5407344102859497,-0.7464889287948608
0.0,2.0,0.4000000059604645,2.0,-3.041344404220581,-1.0910972356796265,-1.3831055164337158
0.0,2.0,0.4000000059604645,2.0,-3.041344404220581,-0.8641906976699829,-1.215712547302246
0.0,2.0,0.4000000059604645,2.0,-2.112844467163086,-0.4060772657394409,-0.7212730646133423
0.0,2.0,0.4000000059604645,2.0,-2.112844467163086,-0.4597524404525757,-0.7223900556564331
0.0,2.0,0.4000000059604645,2.0,-2.5073418617248535,-0.815463662147522,-1.3962371349334717
0.0,2.0,0.4000000059604645,2.0,-2.5073418617248535,-0.5648747682571411,-1.3333516120910645
0.0,2.0,0.4000000059604645,2.0,-2.5073418617248535,-0.815463662147522,-1.3962371349334717
0.0,2.0,0.4000000059604645,2.0,-2.5073418617248535,-0.5648747682571411,-1.3333516120910645
0.0,2.0,0.4000000059604645,2.0,-2.537236213684082,-0.83173668384552,-1.4202568531036377
0.0,2.0,0.4000000059604645,2.0,-2.537236213684082,-0.5775007009506226,-1.3487238883972168
0.0,2.0,0.4000000059604645,2.0,-2.4319088459014893,-1.1381255388259888,-0.911797046661377
0.0,2.0,0.4000000059604645,2.0,-2.4319088459014893,-1.04391348361969,-0.9757785797119141
0.0,2.0,0.4000000059604645,2.0,-2.8389363288879395,-1.6685656309127808,-1.5802226066589355
0.0,2.0,0.4000000059604645,2.0,-2.8389363288879395,-1.4057680368423462,-1.785001516342163
0.0,2.0,0.4000000059604645,2.0,-2.549217462539673,-0.8391505479812622,-1.431396245956421
0.0,2.0,0.4000000059604645,2.0,-2.549217462539673,-0.5831867456436157,-1.3566417694091797
0.0,2.0,0.4000000059604645,2.0,-2.1800460815429688,-0.736996054649353,-0.7806047201156616
0.0,2.0,0.4000000059604645,2.0,-2.1800460815429688,-0.6817578077316284,-0.8027724027633667
0.0,2.0,0.4000000059604645,2.0,-2.437368631362915,-0.8835231065750122,-1.3329765796661377
0.0,2.0,0.4000000059604645,2.0,-2.437368631362915,-1.0939918756484985,-1.231919765472412
0.0,2.0,0.4000000059604645,2.0,-2.437368631362915,-0.8835231065750122,-1.3329765796661377
0.0,2.0,0.4000000059604645,2.0,-2.437368631362915,-1.0939918756484985,-1.231919765472412
0.0,2.0,0.4000000059604645,2.0,-2.437368631362915,-0.8835231065750122,-1.3329765796661377
0.0,2.0,0.4000000059604645,2.0,-2.437368631362915,-1.0939918756484985,-1.231919765472412
0.0,2.0,0.4000000059604645,2.0,-2.8417506217956543,-0.7385011911392212,-0.8185347318649292
0.0,2.0,0.4000000059604645,2.0,-2.8417506217956543,-0.8323103189468384,-0.8869500160217285
0.0,2.0,0.4000000059604645,2.0,-2.1079225540161133,-0.5076682567596436,-0.7484588623046875
0.0,2.0,0.4000000059604645,2.0,-2.1079225540161133,-0.43862271308898926,-0.7533438205718994
0.0,2.0,0.4000000059604645,2.0,-2.1079225540161133,-0.5076682567596436,-0.7484588623046875
0.0,2.0,0.4000000059604645,2.0,-2.1079225540161133,-0.43862271308898926,-0.7533438205718994
0.0,2.0,0.4000000059604645,2.0,-2.1079225540161133,-0.5076682567596436,-0.7484588623046875
0.0,2.0,0.4000000059604645,2.0,-2.1079225540161133,-0.43862271308898926,-0.7533438205718994
0.0,2.0,0.4000000059604645,2.0,-2.1079225540161133,-0.5076682567596436,-0.7484588623046875
0.0,2.0,0.4000000059604645,2.0,-2.1079225540161133,-0.43862271308898926,-0.7533438205718994
0.0,2.0,0.4000000059604645,2.0,-2.4260640144348145,-0.9996200799942017,-1.4099478721618652
0.0,2.0,0.4000000059604645,2.0,-2.4260640144348145,-0.7471710443496704,-1.4799613952636719
0.0,2.0,0.4000000059604645,2.0,-2.4260640144348145,-0.9996200799942017,-1.4099478721618652
0.0,2.0,0.4000000059604645,2.0,-2.4260640144348145,-0.7471710443496704,-1.4799613952636719
0.0,2.0,0.4000000059604645,2.0,-2.184748649597168,-0.6782485246658325,-0.8188668489456177
0.0,2.0,0.4000000059604645,2.0,-2.184748649597168,-0.744430422782898,-0.7925763130187988
0.0,2.0,0.4000000059604645,2.0,-2.184748649597168,-0.6782485246658325,-0.8188668489456177
0.0,2.0,0.4000000059604645,2.0,-2.184748649597168,-0.744430422782898,-0.7925763130187988
0.0,2.0,0.4000000059604645,2.0,-2.184748649597168,-0.6782485246658325,-0.8188668489456177
0.0,2.0,0.4000000059604645,2.0,-2.184748649597168,-0.744430422782898,-0.7925763130187988
0.0,2.0,0.4000000059604645,2.0,-2.4113690853118896,-0.5132439136505127,-0.7156915664672852
0.0,2.0,0.4000000059604645,2.0,-2.4113690853118896,-0.4914199113845825,-0.7056102752685547
0.0,2.0,0.4000000059604645,2.0,-2.1854753494262695,-0.7398167848587036,-0.7651554346084595
0.0,2.0,0.4000000059604645,2.0,-2.1854753494262695,-0.7272816896438599,-0.7706280946731567
0.0,2.0,0.4000000059604645,2.0,-2.2523865699768066,-0.8616071939468384,-0.8007172346115112
0.0,2.0,0.4000000059604645,2.0,-2.2523865699768066,-0.816426157951355,-0.8241817951202393
0.0,2.0,0.4000000059604645,2.0,-2.2523865699768066,-0.8616071939468384,-0.8007172346115112
0.0,2.0,0.4000000059604645,2.0,-2.2523865699768066,-0.816426157951355,-0.8241817951202393
0.0,2.0,0.4000000059604645,2.0,-2.4637532234191895,-0.6119309663772583,-1.4990785121917725
0.0,2.0,0.4000000059604645,2.0,-2.4637532234191895,-0.8848859071731567,-1.5116112232208252
0.0,2.0,0.4000000059604645,2.0,-3.5798723697662354,-1.4093998670578003,-3.052239179611206
0.0,2.0,0.4000000059604645,2.0,-3.5798723697662354,-1.89448082447052,-3.359654664993286
0.0,2.0,0.4000000059604645,2.0,-3.59934663772583,-1.3297210931777954,-2.209522247314453
0.0,2.0,0.4000000059604645,2.0,-3.59934663772583,-1.7206951379776,-2.532886028289795
0.0,2.0,0.4000000059604645,2.0,-3.59934663772583,-1.3297210931777954,-2.209522247314453
0.0,2.0,0.4000000059604645,2.0,-3.59934663772583,-1.7206951379776,-2.532886028289795
0.0,2.0,0.4000000059604645,2.0,-3.662745237350464,-1.3369308710098267,-1.0754883289337158
0.0,2.0,0.4000000059604645,2.0,-3.662745237350464,-1.5018244981765747,-1.2525694370269775
0.0,2.0,0.4000000059604645,2.0,-3.662745237350464,-1.3369308710098267,-1.0754883289337158
0.0,2.0,0.4000000059604645,2.0,-3.662745237350464,-1.5018244981765747,-1.2525694370269775
0.0,2.0,0.4000000059604645,2.0,-3.662745237350464,-1.3369308710098267,-1.0754883289337158
0.0,2.0,0.4000000059604645,2.0,-3.662745237350464,-1.5018244981765747,-1.2525694370269775
0.0,2.0,0.4000000059604645,2.0,-2.3572802543640137,-0.4476214647293091,-0.892986536026001
0.0,2.0,0.4000000059604645,2.0,-2.3572802543640137,-0.592462420463562,-0.9378173351287842
0.0,2.0,0.4000000059604645,2.0,-4.375156879425049,-2.7880845069885254,-4.838414192199707
0.0,2.0,0.4000000059604645,2.0,-4.375156879425049,-2.1832709312438965,-4.312201499938965
0.0,2.0,0.4000000059604645,2.0,-4.516969203948975,-4.180920124053955,-8.686351776123047
0.0,2.0,0.4000000059604645,2.0,-4.516969203948975,-3.329850673675537,-8.777642250061035
0.0,2.0,0.4000000059604645,2.0,-4.516969203948975,-4.180920124053955,-8.686351776123047
0.0,2.0,0.4000000059604645,2.0,-4.516969203948975,-3.329850673675537,-8.777642250061035
0.0,2.0,0.4000000059604645,2.0,-3.3842859268188477,-1.2482548952102661,-1.0492446422576904
0.0,2.0,0.4000000059604645,2.0,-3.3842859268188477,-1.1298991441726685,-0.9329922199249268
0.0,2.0,0.4000000059604645,2.0,-3.7752246856689453,-2.877218246459961,-1.4948196411132812
0.0,2.0,0.4000000059604645,2.0,-3.7752246856689453,-2.6921639442443848,-1.7589070796966553
0.0,2.0,0.4000000059604645,2.0,-5.010319709777832,-2.5624160766601562,-1.3328626155853271
0.0,2.0,0.4000000059604645,2.0,-5.010319709777832,-2.4610037803649902,-1.1784663200378418
0.0,2.0,0.4000000059604645,2.0,-4.1292009353637695,-3.322387218475342,-1.7938487529754639
0.0,2.0,0.4000000059604645,2.0,-4.1292009353637695,-3.0843138694763184,-2.160231590270996
0.0,2.0,0.4000000059604645,2.0,-4.1292009353637695,-3.322387218475342,-1.7938487529754639
0.0,2.0,0.4000000059604645,2.0,-4.1292009353637695,-3.0843138694763184,-2.160231590270996
0.0,2.0,0.4000000059604645,2.0,-3.442905902862549,-2.3854827880859375,-1.2113137245178223
0.0,2.0,0.4000000059604645,2.0,-3.442905902862549,-2.4291186332702637,-1.152686595916748
0.0,2.0,0.4000000059604645,2.0,-3.442905902862549,-2.3854827880859375,-1.2113137245178223
0.0,2.0,0.4000000059604645,2.0,-3.442905902862549,-2.4291186332702637,-1.152686595916748
0.0,2.0,0.4000000059604645,2.0,-2.7012383937835693,-0.6407705545425415,-0.8225125074386597
0.0,2.0,0.4000000059604645,2.0,-2.7012383937835693,-0.7470241785049438,-0.8902778625488281
0.0,2.0,0.4000000059604645,2.0,-2.1793954372406006,-0.6667131185531616,-0.8175258636474609
0.0,2.0,0.4000000059604645,2.0,-2.1793954372406006,-0.7339900732040405,-0.7915705442428589
0.0,2.0,0.4000000059604645,2.0,-2.1793954372406006,-0.6667131185531616,-0.8175258636474609
0.0,2.0,0.4000000059604645,2.0,-2.1793954372406006,-0.7339900732040405,-0.7915705442428589
0.0,2.0,0.4000000059604645,2.0,-2.2999401092529297,-0.4701368808746338,-1.0647332668304443
0.0,2.0,0.4000000059604645,2.0,-2.2999401092529297,-0.6586405038833618,-1.0836982727050781
0.0,2.0,0.4000000059604645,2.0,-2.2999401092529297,-0.4701368808746338,-1.0647332668304443
0.0,2.0,0.4000000059604645,2.0,-2.2999401092529297,-0.6586405038833618,-1.0836982727050781
0.0,2.0,0.4000000059604645,2.0,-3.4157841205596924,-1.1442722082138062,-1.4554007053375244
0.0,2.0,0.4000000059604645,2.0,-3.4157841205596924,-1.4169431924819946,-1.696976661682129
0.0,2.0,0.4000000059604645,2.0,-5.129522323608398,-4.368053913116455,-1.664863109588623
0.0,2.0,0.4000000059604645,2.0,-5.129522323608398,-4.3981499671936035,-1.6044132709503174
0.0,2.0,0.4000000059604645,2.0,-2.2081491947174072,-0.7617133855819702,-0.8838820457458496
0.0,2.0,0.4000000059604645,2.0,-2.2081491947174072,-0.642093300819397,-0.9246487617492676
0.0,2.0,0.4000000059604645,2.0,-3.514688491821289,-2.3210620880126953,-1.9657409191131592
0.0,2.0,0.4000000059604645,2.0,-3.514688491821289,-2.5646281242370605,-1.663008451461792
0.0,2.0,0.4000000059604645,2.0,-4.025241851806641,-2.144681453704834,-5.499031066894531
0.0,2.0,0.4000000059604645,2.0,-4.025241851806641,-2.824580192565918,-5.769583702087402
0.0,2.0,0.4000000059604645,2.0,-2.4119505882263184,-0.674369215965271,-1.1015210151672363
0.0,2.0,0.4000000059604645,2.0,-2.4119505882263184,-0.48517143726348877,-1.0465788841247559
0.0,2.0,0.4000000059604645,2.0,-2.4119505882263184,-0.674369215965271,-1.1015210151672363
0.0,2.0,0.4000000059604645,2.0,-2.4119505882263184,-0.48517143726348877,-1.0465788841247559
0.0,2.0,0.4000000059604645,2.0,-3.7575221061706543,-2.8223538398742676,-1.2611045837402344
0.0,2.0,0.4000000059604645,2.0,-3.7575221061706543,-2.7420268058776855,-1.3798136711120605
0.0,2.0,0.4000000059604645,2.0,-3.7575221061706543,-2.8223538398742676,-1.2611045837402344
0.0,2.0,0.4000000059604645,2.0,-3.7575221061706543,-2.7420268058776855,-1.3798136711120605
0.0,2.0,0.4000000059604645,2.0,-3.8502390384674072,-2.3110814094543457,-5.882511138916016
0.0,2.0,0.4000000059604645,2.0,-3.8502390384674072,-2.9829607009887695,-5.701502799987793
0.0,2.0,0.4000000059604645,2.0,-4.141983509063721,-2.8343443870544434,-6.583258628845215
0.0,2.0,0.4000000059604645,2.0,-4.141983509063721,-3.531707286834717,-6.182762145996094
0.0,2.0,0.4000000059604645,2.0,-4.411968231201172,-4.013327598571777,-6.995608329772949
0.0,2.0,0.4000000059604645,2.0,-4.411968231201172,-3.2681307792663574,-7.486234664916992
0.0,2.0,0.4000000059604645,2.0,-4.411968231201172,-4.013327598571777,-6.995608329772949
0.0,2.0,0.4000000059604645,2.0,-4.411968231201172,-3.2681307792663574,-7.486234664916992
0.0,2.0,0.4000000059604645,2.0,-4.891660213470459,-3.348266124725342,-5.575313568115234
0.0,2.0,0.4000000059604645,2.0,-4.891660213470459,-2.693403720855713,-4.8957414627075195
0.0,2.0,0.4000000059604645,2.0,-3.5398616790771484,-2.253361225128174,-4.530133247375488
0.0,2.0,0.4000000059604645,2.0,-3.5398616790771484,-1.6622816324234009,-4.437434196472168
0.0,2.0,0.4000000059604645,2.0,-2.402867078781128,-0.7339655160903931,-1.2407660484313965
0.0,2.0,0.4000000059604645,2.0,-2.402867078781128,-0.5118579864501953,-1.2005290985107422
0.0,2.0,0.4000000059604645,2.0,-2.402867078781128,-0.7339655160903931,-1.2407660484313965
0.0,2.0,0.4000000059604645,2.0,-2.402867078781128,-0.5118579864501953,-1.2005290985107422
0.0,2.0,0.4000000059604645,2.0,-3.555530548095703,-2.615251064300537,-1.636732816696167
0.0,2.0,0.4000000059604645,2.0,-3.555530548095703,-2.3797149658203125,-1.9366352558135986
0.0,2.0,0.4000000059604645,2.0,-3.555530548095703,-2.615251064300537,-1.636732816696167
0.0,2.0,0.4000000059604645,2.0,-3.555530548095703,-2.3797149658203125,-1.9366352558135986
0.0,2.0,0.4000000059604645,2.0,-3.555530548095703,-2.615251064300537,-1.636732816696167
0.0,2.0,0.4000000059604645,2.0,-3.555530548095703,-2.3797149658203125,-1.9366352558135986
0.0,2.0,0.4000000059604645,2.0,-3.555530548095703,-2.615251064300537,-1.636732816696167
0.0,2.0,0.4000000059604645,2.0,-3.555530548095703,-2.3797149658203125,-1.9366352558135986
0.0,2.0,0.4000000059604645,2.0,-2.6714203357696533,-0.672881007194519,-0.7552354335784912
0.0,2.0,0.4000000059604645,2.0,-2.6714203357696533,-0.6481322050094604,-0.7391523122787476
0.0,2.0,0.4000000059604645,2.0,-2.7433621883392334,-0.6931511163711548,-0.7507392168045044
0.0,2.0,0.4000000059604645,2.0,-2.7433621883392334,-0.7245723009109497,-0.7725039720535278
0.0,2.0,0.4000000059604645,2.0,-2.428640127182007,-1.132670521736145,-0.8840699195861816
0.0,2.0,0.4000000059604645,2.0,-2.428640127182007,-1.058458685874939,-0.9354681968688965
0.0,2.0,0.4000000059604645,2.0,-2.763861656188965,-1.4012566804885864,-1.4043781757354736
0.0,2.0,0.4000000059604645,2.0,-2.763861656188965,-1.5903059244155884,-1.2442967891693115
0.0,2.0,0.4000000059604645,2.0,-2.763861656188965,-1.4012566804885864,-1.4043781757354736
0.0,2.0,0.4000000059604645,2.0,-2.763861656188965,-1.5903059244155884,-1.2442967891693115
0.0,2.0,0.4000000059604645,2.0,-2.763861656188965,-1.4012566804885864,-1.4043781757354736
0.0,2.0,0.4000000059604645,2.0,-2.763861656188965,-1.5903059244155884,-1.2442967891693115
0.0,2.0,0.4000000059604645,2.0,-2.493837594985962,-1.0169025659561157,-1.2740843296051025
0.0,2.0,0.4000000059604645,2.0,-2.493837594985962,-1.2035390138626099,-1.1605687141418457
0.0,2.0,0.4000000059604645,2.0,-2.222376585006714,-0.47530484199523926,-0.7623941898345947
0.0,2.0,0.4000000059604645,2.0,-2.222376585006714,-0.39627623558044434,-0.7446467876434326
0.0,2.0,0.4000000059604645,2.0,-2.392879009246826,-1.0750409364700317,-0.8462705612182617
0.0,2.0,0.4000000059604645,2.0,-2.392879009246826,-1.033826470375061,-0.8741884231567383
0.0,2.0,0.4000000059604645,2.0,-2.392879009246826,-1.0750409364700317,-0.8462705612182617
0.0,2.0,0.4000000059604645,2.0,-2.392879009246826,-1.033826470375061,-0.8741884231567383
0.0,2.0,0.4000000059604645,2.0,-2.2491281032562256,-0.8567186594009399,-0.8293807506561279
0.0,2.0,0.4000000059604645,2.0,-2.2491281032562256,-0.7791649103164673,-0.8671231269836426
0.0,2.0,0.4000000059604645,2.0,-3.450990915298462,-2.484225273132324,-1.9228689670562744
0.0,2.0,0.4000000059604645,2.0,-3.450990915298462,-2.1879754066467285,-2.259779930114746
0.0,2.0,0.4000000059604645,2.0,-3.622987747192383,-2.190502166748047,-4.0983781814575195
0.0,2.0,0.4000000059604645,2.0,-3.622987747192383,-2.699972629547119,-3.701214551925659
0.0,2.0,0.4000000059604645,2.0,-3.622987747192383,-2.190502166748047,-4.0983781814575195
0.0,2.0,0.4000000059604645,2.0,-3.622987747192383,-2.699972629547119,-3.701214551925659
0.0,2.0,0.4000000059604645,2.0,-3.3516969680786133,-1.3005765676498413,-3.267491579055786
0.0,2.0,0.4000000059604645,2.0,-3.3516969680786133,-1.8001633882522583,-3.4607017040252686
0.0,2.0,0.4000000059604645,2.0,-2.8858542442321777,-0.7622133493423462,-0.8736977577209473
0.0,2.0,0.4000000059604645,2.0,-2.8858542442321777,-0.8842505216598511,-0.9638772010803223
0.0,2.0,0.4000000059604645,2.0,-2.1456117630004883,-0.3988301753997803,-0.7566486597061157
0.0,2.0,0.4000000059604645,2.0,-2.1456117630004883,-0.47988414764404297,-0.7621797323226929
0.0,2.0,0.4000000059604645,2.0,-2.1456117630004883,-0.3988301753997803,-0.7566486597061157
0.0,2.0,0.4000000059604645,2.0,-2.1456117630004883,-0.47988414764404297,-0.7621797323226929
0.0,2.0,0.4000000059604645,2.0,-2.1456117630004883,-0.3988301753997803,-0.7566486597061157
0.0,2.0,0.4000000059604645,2.0,-2.1456117630004883,-0.47988414764404297,-0.7621797323226929
0.0,2.0,0.4000000059604645,2.0,-2.1456117630004883,-0.3988301753997803,-0.7566486597061157
0.0,2.0,0.4000000059604645,2.0,-2.1456117630004883,-0.47988414764404297,-0.7621797323226929
0.0,2.0,0.4000000059604645,2.0,-2.4041686058044434,-1.0656365156173706,-0.8568966388702393
0.0,2.0,0.4000000059604645,2.0,-2.4041686058044434,-1.0835977792739868,-0.8444143533706665
0.0,2.0,0.4000000059604645,2.0,-2.4041686058044434,-1.0656365156173706,-0.8568966388702393
0.0,2.0,0.4000000059604645,2.0,-2.4041686058044434,-1.0835977792739868,-0.8444143533706665
